Table 1
SOUTHERN POWER DISTRIBUTION COMPANY OF TS LIMITED,,,,,,,,,,,,
,,,,,,,,,,,,
EXPENDITURE REPORT ON COMMERCIAL MATTERS CASES OF SE/RAC DURING THIS(DEC-23) MONTH,,,,,,,,,,,,
Sl.No,Case Type,Case Number,Case Year,Case ID,EXPENDITURE,,,,,,,
,,,,,Advocate Fee,Court Expenses,Cost,Fine,Compensation,Disposed Fee,Recovery,TOTAL
1,2,3,4,5,6,7,8,9,10,11,12,13
483,WP,37277/2012,2012,201616622,,,,,,,,
484,WP,20011/2010,2010,201616725,,,,,,,,
485,WP,37080/2012,2012,201616592,,,,,,,,
486,SLP,19575/2014,2014,201617012,,,,,,,,
487,SLP,15265/2015,2014,201616897,,,,,,,,
488,WP,36984/2012,2012,201616562,,,,,,,,
489,WP,37165/2012,2012,201616602,,,,,,,,
490,SLP,15258/2014,2014,201616890,,,,,,,,
491,WP,29520/2010,2010,201616758,,,,,,,,
492,SLP,20816/2015,2015,201515505,,,,,,,,
493,SLP,18458/2014,2014,201616999,,,,,,,,
494,WP,34415/2012,2012,201616402,,,,,,,,
495,SLP,21503/2014,2014,201617083,,,,,,,,
496,SLP,21507/2014,2014,201617087,,,,,,,,
497,SLP,22952/2014,2014,201617116,,,,,,,,
498,WP,1759/2011,2011,201616662,,,,,,,,
499,SLP,19263/2014,2014,201617004,,,,,,,,
500,WP,1017/2020,2020,202020324,,,,,,,,
501,WP,2054/2020,2020,202020379,,,,,,,,
502,WP,5369/2011,2011,201616678,,,,,,,,
503,WP,35838/2012,2012,201616435,,,,,,,,
504,SLP,15246/2014,2014,201616878,,,,,,,,
505,SLP,17861/2014,2014,201616954,,,,,,,,
506,WP,24576/2010,2010,201515171,,,,,,,,
507,SLP,21619/2014,2014,201617096,,,,,,,,
508,SLP,20820/2015,2015,201515509,,,,,,,,
509,SLP,29864/2014,2014,201617156,,,,,,,,
510,SLP,24581/2014,2014,201617125,,,,,,,,
511,SLP,14639/2014,2014,201616875,,,,,,,,
512,WP,36060/2012,2012,201616453,,,,,,,,
513,SLP,21506/2014,2014,201617086,,,,,,,,
514,SLP,15268/2014,2014,201616900,,,,,,,,
515,WP,19135/2010,2010,201515082,,,,,,,,
516,WP,36785/2012,2012,201616547,,,,,,,,
517,SLP,21509/2014,2014,201617089,,,,,,,,
518,WP,19246/2010,2010,201515175,,,,,,,,
519,WP,23022/2010,2010,201515083,,,,,,,,
520,SLP,20850/2015,2015,201515546,,,,,,,,
521,SLP,21621/2014,2014,201617098,,,,,,,,
522,SLP,19264/2014,2014,201617005,,,,,,,,
523,SLP,20828/2015,2015,201515521,,,,,,,,
524,WP,31841/2010,2010,201616766,,,,,,,,
525,WP,22964/2019,2019,201919983,,,,,,,,
526,WP,36809/2012,2012,201616551,,,,,,,,
527,SLP,15991/2014,2014,201616940,,,,,,,,
528,WP,502/2011,2011,201616658,,,,,,,,
529,SLP,15269/2014,2014,201616901,,,,,,,,
530,WP,841/2020,2020,202020328,,,,,,,,
531,WP,36359/2012,2012,201616487,,,,,,,,
532,WP,17275/2011,2011,201616708,,,,,,,,
533,WP,36226/2012,2012,201616475,,,,,,,,
534,WP,3042/2011,2011,201616670,,,,,,,,
535,WP,27518/2010,2010,201616750,,,,,,,,
536,SLP,15891/2014,2014,201616930,,,,,,,,
537,WP,765/2020,2020,202020332,,,,,,,,
538,WP,35759/2012,2012,201616432,,,,,,,,
539,SLP,19797/2014,2014,201617043,,,,,,,,
540,SLP,15882/2014,2014,201616924,,,,,,,,
541,WP,37209/2012,2012,201616605,,,,,,,,
542,SLP,35438/2014,2014,201617163,,,,,,,,
543,SLP,15357/2014,2014,201616908,,,,,,,,
544,WP,36181/2012,2012,201616470,,,,,,,,
545,WP,35443/2012,2012,201616388,,,,,,,,
546,WP,33382/2010,2010,201616774,,,,,,,,
547,SLP,15989/2014,2014,201616938,,,,,,,,
548,SLP,19709/2014,2014,201617015,,,,,,,,
549,SLP,21510/2014,2014,201617090,,,,,,,,
550,SLP,20825/2015,2015,201515517,,,,,,,,
551,WP,37322/2012,2012,201616630,,,,,,,,
552,WP,1383/2011,2011,201616661,,,,,,,,
553,SLP,8551/2015,2015,201617218,,,,,,,,
554,SLP,28332/2014,2014,201617149,,,,,,,,
555,PIL,138/2013,2013,202328189,,,,,,,,
556,WP,20385/2010,2010,201616726,,,,,,,,
557,WP,31711/2010,2010,201616764,,,,,,,,
558,RP,Mar-16,2016,201919690,,,,,,,,
559,WP,18696/2010,2010,201515080,,,,,,,,
560,WP,35605/2012,2012,201616429,,,,,,,,
561,SLP,21616/2014,2014,201617093,,,,,,,,
562,SLP,15887/2014,2014,201616929,,,,,,,,
563,SLP,24541/2014,2014,201617123,,,,,,,,
564,WP,799/2020,2020,202020330,,,,,,,,
565,WP,33667/2012,2012,201515427,,,,,,,,
566,SLP,19710/2014,2014,201617016,,,,,,,,
567,WP,31854/2010,2010,201616768,,,,,,,,
568,SLP,19713/2014,2014,201617019,,,,,,,,
569,SLP,19829/2014,2014,201617066,,,,,,,,
570,APPLSR,39106/2013,2013,201516194,,,,,,,,
571,WP,35025/2012,2012,201616408,,,,,,,,
572,SLP,18209/2014,2014,201616969,,,,,,,,
573,WP,36058/2012,2012,201616452,,,,,,,,
574,SLP,18214/2014,2014,201616974,,,,,,,,
575,WP,37253/2012,2012,201616617,,,,,,,,
576,SLP,27064/2014,2014,201617137,,,,,,,,
577,SLP,15350/2014,2014,201616905,,,,,,,,
578,SLP,19807/2014,2014,201617053,,,,,,,,
579,SLP,18212/2014,2014,201616972,,,,,,,,
580,SLP,24857/2014,2014,201617224,,,,,,,,
581,WP,29522/2010,2010,201616759,,,,,,,,
582,SLP,20870/2015,2015,201515575,,,,,,,,
583,WP,36079/2012,2012,201616456,,,,,,,,
584,WP,35660/2012,2012,201616431,,,,,,,,
585,WP,37014/2012,2012,201616584,,,,,,,,
586,SLP,21504/2014,2014,201617084,,,,,,,,
587,WP,1766/2020,2020,202020372,,,,,,,,
588,SLP,2689/2015,2015,201617212,,,,,,,,
589,WP,37324/2012,2012,201616631,,,,,,,,
590,WP,37004/2012,2012,201616580,,,,,,,,
591,SLP,24542/2014,2014,201617124,,,,,,,,
592,WP,35452/2012,2012,201616384,,,,,,,,
593,SLP,35082/2014,2014,201617162,,,,,,,,
594,WP,36397/2012,2012,201616496,,,,,,,,
595,WP,22966/2019,2019,201919989,,,,,,,,
596,WP,18384/2016,2016,201617831,,,,,,,,
597,WP,37340/2012,2012,201616634,,,,,,,,
598,WP,36223/2012,2012,201616474,,,,,,,,
599,SLP,27122/2014,2014,201617140,,,,,,,,
600,WP,22041/2010,2010,201515550,,,,,,,,
601,WP,36351/2012,2012,201616482,,,,,,,,
602,WP,37005/2012,2012,201616581,,,,,,,,
603,SLP,18331/2014,2014,201616994,,,,,,,,
604,SLP,18334/2014,2014,201616995,,,,,,,,
605,WP,37089/2012,2012,201616595,,,,,,,,
606,WP,48170/2018,2018,201920069,,,,,,,,
607,WP,9678/2011,2011,201515067,,,,,,,,
608,WP,35797/2012,2012,201616433,,,,,,,,
609,WP,22344/2019,2019,201919960,,,,,,,,
610,WP,19551/2010,2010,201616721,,,,,,,,
611,WP,35576/2012,2012,201616427,,,,,,,,
612,WP,37225/2012,2012,201616611,,,,,,,,
613,SLP,20815/2015,2015,201515504,,,,,,,,
614,SLP,20848/2015,2015,201515806,,,,,,,,
615,SLP,19640/2014,2014,201617013,,,,,,,,
616,SLP,22781/2014,2014,201617113,,,,,,,,
617,WP,36118/2012,2012,201616459,,,,,,,,
618,SLP,19805/2014,2014,201617051,,,,,,,,
619,SLP,18317/2014,2014,201616993,,,,,,,,
620,WP,2381/2011,2011,201515084,,,,,,,,
621,WP,37345/2012,2012,201616636,,,,,,,,
622,SLP,26063/2014,2014,201617130,,,,,,,,
623,WP,36632/2012,2012,201616528,,,,,,,,
624,WP,36126/2012,2012,201616460,,,,,,,,
625,SLP,20851/2015,2015,201515547,,,,,,,,
626,WP,37229/2012,2012,201616613,,,,,,,,
627,WP,35575/2012,2012,201616426,,,,,,,,
628,SLP,20829/2015,2015,201515522,,,,,,,,
629,SLP,26323/2014,2014,201617132,,,,,,,,
630,SLP,20811/2015,2015,201515498,,,,,,,,
631,SLP,20869/2015,2015,201515574,,,,,,,,
632,SLP,18044/2014,2014,201616958,,,,,,,,
633,SLP,28358/2014,2014,201617151,,,,,,,,
634,SLP,19712/2014,2014,201617018,,,,,,,,
635,SLP,19792/2014,2014,201617038,,,,,,,,
636,SLP,8249/2015,2015,201617227,,,,,,,,
637,SLP,19116/2014,2014,201617001,,,,,,,,
638,SLP,21505/2014,2014,201617085,,,,,,,,
639,SLP,18215/2014,2014,201616975,,,,,,,,
640,WP,37357/2012,2012,201616639,,,,,,,,
641,SLP,19262/2014,2014,201617003,,,,,,,,
642,WP,21490/2010,2010,201616728,,,,,,,,
643,SLP,19785/2014,2014,201617033,,,,,,,,
644,SLP,15986/2014,2014,201616935,,,,,,,,
645,WP,37274/2012,2012,201616621,,,,,,,,
646,SLP,15358/2014,2014,201616909,,,,,,,,
647,SLP,15257/2014,2014,201616889,,,,,,,,
648,SLP,19808/2014,2014,201617054,,,,,,,,
649,SLP,20406/2014,2014,201617072,,,,,,,,
650,WP,36444/2012,2012,201616504,,,,,,,,
651,WP,3620/2011,2011,201616674,,,,,,,,
652,WP,25552/2010,2010,201616746,,,,,,,,
653,WP,23440/2019,2019,201920015,,,,,,,,
654,WP,36704/2012,2012,201616535,,,,,,,,
655,WP,6936/2011,2011,201616689,,,,,,,,
656,WP,22834/2010,2010,201616736,,,,,,,,
657,SLP,19716/2014,2014,201617022,,,,,,,,
658,SLP,19791/2014,2014,201617037,,,,,,,,
659,WP,615/2020,2020,202020296,,,,,,,,
660,SLP,20843/2015,2015,201515539,,,,,,,,
661,SLP,15247/2014,2014,201616879,,,,,,,,
662,SLP,19819/2014,2014,201617056,,,,,,,,
663,SLP,22689/2014,2014,201617105,,,,,,,,
664,SLP,15884/2014,2014,201616926,,,,,,,,
665,WP,23177/2010,2010,201515081,,,,,,,,
666,SLP,19774/2014,2014,201617029,,,,,,,,
667,SLP,20823/2015,2015,201515512,,,,,,,,
668,WP,36394/2012,2012,201616492,,,,,,,,
669,WP,36056/2012,2012,201616451,,,,,,,,
670,WP,35528/2012,2012,201616425,,,,,,,,
671,SLP,14638/2014,2014,201616874,,,,,,,,
672,SLP,22691/2014,2014,201617107,,,,,,,,
673,WP,37060/2012,2012,201616589,,,,,,,,
674,SLP,18230/2014,2014,201616990,,,,,,,,
675,SLP,15248/2014,2014,201616880,,,,,,,,
676,SLP,2841/2015,2015,201617213,,,,,,,,
677,WP,22383/2019,2019,201919959,,,,,,,,
678,SLP,15364/2014,2014,201616914,,,,,,,,
679,SLP,17140/2014,2014,201616946,,,,,,,,
680,SLP,19800/2014,2014,201617046,,,,,,,,
681,WP,617/2020,2020,202020297,,,,,,,,
682,WP,36563/2012,2012,201616510,,,,,,,,
683,WP,19704/2010,2010,201616723,,,,,,,,
684,SLP,19717/2014,2014,201617023,,,,,,,,
685,WP,35439/2012,2012,201616387,,,,,,,,
686,WP,16591/2014,2014,201617184,,,,,,,,
687,WP,36987/2012,2012,201616564,,,,,,,,
688,WP,28660/2010,2010,201515057,,,,,,,,
689,WP,36393/2012,2012,201616490,,,,,,,,
690,WP,18134/2010,2010,201616709,,,,,,,,
691,WP,445/2011,2011,201616655,,,,,,,,
692,WP,35274/2012,2012,201616395,,,,,,,,
693,SLP,20861/2015,2015,201515559,,,,,,,,
694,SLP,21396/2014,2014,201617077,,,,,,,,
695,RP,006/2016,2016,201919693,,,,,,,,
696,WP,29397/2010,2010,201617182,,,,,,,,
697,SLP,15362/2014,2014,201616912,,,,,,,,
698,SLP,15992/2014,2014,201616941,,,,,,,,
699,PIL,39/2012,2012,201515426,,,,,,,,
700,SLP,17143/2014,2014,201616949,,,,,,,,
701,WP,7076/2011,2011,201616789,,,,,,,,
702,WP,26620/2010,2010,201616419,,,,,,,,
703,WP,34450/2012,2012,201616404,,,,,,,,
704,WP,19137/2010,2010,201515170,,,,,,,,
705,SLP,19261/2014,2014,201617002,,,,,,,,
706,WP,15027/2011,2011,201515589,,,,,,,,
707,SLP,20868/2015,2015,201515571,,,,,,,,
708,WP,37086/2012,2012,201616594,,,,,,,,
709,WP,8123/2011,2011,201616694,,,,,,,,
710,SLP,19821/2014,2014,201617058,,,,,,,,
711,SLP,31801/2014,2014,201617159,,,,,,,,
712,SLP,21502/2014,2014,201617082,,,,,,,,
713,WP,23513/2010,2010,201616743,,,,,,,,
714,WP,34494/2016,2016,201618022,,,,,,,,
715,WP,36621/2012,2012,201616525,,,,,,,,
716,WP,8355/2011,2011,201616697,,,,,,,,
717,SLP,15886/2014,2014,201616928,,,,,,,,
718,WP,18694/2011,2011,201616807,,,,,,,,
719,SLP,31800/2014,2014,201617158,,,,,,,,
720,SLP,20812/2015,2015,201515499,,,,,,,,
721,WP,36906/2012,2012,201616558,,,,,,,,
722,SLP,17862/2014,2014,201616955,,,,,,,,
723,WP,35876/2012,2012,201616436,,,,,,,,
724,SLP,19268/2014,2014,201617009,,,,,,,,
725,SLP,15885/2014,2014,201616927,,,,,,,,
726,SLP,20847/2015,2015,201515543,,,,,,,,
727,SLP,27121/2014,2014,201617139,,,,,,,,
728,WP,25893/2010,2010,201818780,,,,,,,,
729,WP,37312/2012,2012,201616628,,,,,,,,
730,WP,35332/2012,2012,201616390,,,,,,,,
731,WP,36173/2012,2012,201616469,,,,,,,,
732,SLP,15256/2014,2014,201616888,,,,,,,,
733,SLP,21622/2014,2014,201617099,,,,,,,,
734,SLP,18229/2014,2014,201616989,,,,,,,,
735,SLP,16494/2015,2015,201617220,,,,,,,,
736,WP,36161/2012,2012,201616464,,,,,,,,
737,WP,35985/2012,2012,201616443,,,,,,,,
738,SLP,20838/2015,2015,201515531,,,,,,,,
739,WP,13447/2011,2011,201818779,,,,,,,,
740,WP,36358/2012,2012,201616485,,,,,,,,
741,WP,9247/2011,2011,201616700,,,,,,,,
742,WP,37289/2012,2012,201616623,,,,,,,,
743,WP,19221/2010,2010,201617356,,,,,,,,
744,SLP,18220/2014,2014,201616980,,,,,,,,
745,WP,22960/2019,2019,201919984,,,,,,,,
746,SLP,20813/2015,2015,201515501,,,,,,,,
747,SLP,18201/2014,2014,201616961,,,,,,,,
748,WP,22711/2010,2010,201616733,,,,,,,,
749,WP,22355/2019,2019,201919973,,,,,,,,
750,SLP,27065/2014,2014,201617138,,,,,,,,
751,PIL,145/2012,2012,201515428,,,,,,,,
752,WP,20184/2010,2010,201515267,,,,,,,,
753,SLP,23492/2014,2014,201617119,,,,,,,,
754,WP,36451/2012,2012,201616505,,,,,,,,
755,WP,35368/2012,2012,201616391,,,,,,,,
756,WP,2786/2011,2011,201616666,,,,,,,,
757,WP,19128/2010,2010,201515166,,,,,,,,
758,SLP,15261/2014,2014,201616893,,,,,,,,
759,WP,36630/2012,2012,201616527,,,,,,,,
760,SLP,19796/2014,2014,201617042,,,,,,,,
761,SLP,23484/2014,2014,201617118,,,,,,,,
762,WP,36167/2012,2012,201616466,,,,,,,,
763,WP,37252/2012,2012,201616616,,,,,,,,
764,SLP,29243/2014,2014,201617154,,,,,,,,
765,WP,31821/2010,2010,201515273,,,,,,,,
766,WA,Mar-19,2019,202328179,,,,,,,,
767,WP,35204/2012,2012,201616412,,,,,,,,
768,WP,36806/2012,2012,201616550,,,,,,,,
769,WP,29071/2010,2010,201616756,,,,,,,,
770,SLP,15988/2014,2014,201616937,,,,,,,,
771,SLP,19715/2014,2014,201617021,,,,,,,,
772,WP,36071/2012,2012,201616454,,,,,,,,
773,WP,37109/2012,2012,201616599,,,,,,,,
774,WP,36978/2012,2012,201616561,,,,,,,,
775,SLP,17142/2014,2014,201616948,,,,,,,,
776,WP,34735/2012,2012,201616406,,,,,,,,
777,SLP,19714/2014,2014,201617020,,,,,,,,
778,SLP,26819/2014,2014,201617134,,,,,,,,
779,SLP,1302/2015,2015,201617210,,,,,,,,
780,SLP,20814/2015,2015,201515503,,,,,,,,
781,WP,33699/2012,2012,201516054,,,,,,,,
782,WP,36788/2012,2012,201616548,,,,,,,,
783,WP,19359/2012,2012,201617188,,,,,,,,
784,SLP,20833/2015,2015,201515526,,,,,,,,
785,WP,35491/2012,2012,201616382,,,,,,,,
786,SLP,15255/2014,2014,201616887,,,,,,,,
787,WP,32344/2010,2010,201515049,,,,,,,,
788,SLP,18224/2014,2014,201616984,,,,,,,,
789,WP,37106/2012,2012,201616598,,,,,,,,
790,SLP,21615/2014,2014,201617092,,,,,,,,
791,SLP,21508/2014,2014,201617088,,,,,,,,
792,SLP,15349/2014,2014,201616904,,,,,,,,
793,SLP,18221/2014,2014,201616981,,,,,,,,
794,WP,36763/2012,2012,201616542,,,,,,,,
795,WP,186/2020,2020,202020272,,,,,,,,
796,SLP,20867/2015,2015,201515570,,,,,,,,
797,WP,36592/2012,2012,201616518,,,,,,,,
798,SLP,26324/2014,2014,201617133,,,,,,,,
799,SLP,15878/2014,2014,201616920,,,,,,,,
800,WP,1799/2020,2020,202020369,,,,,,,,
801,WP,36422/2012,2012,201616500,,,,,,,,
802,WP,35353/2012,2012,201616397,,,,,,,,
803,WP,37362/2012,2012,201616640,,,,,,,,
804,SLP,20852/2015,2015,201515548,,,,,,,,
805,WP,36203/2012,2012,201616472,,,,,,,,
806,SLP,15391/2014,2014,201616917,,,,,,,,
807,WP,23367/2010,2010,201616742,,,,,,,,
808,WP,9238/2011,2011,201515072,,,,,,,,
809,WP,36077/2012,2012,201616455,,,,,,,,
810,SLP,15363/2014,2014,201616913,,,,,,,,
