Table 1
SOUTHERN POWER DISTRIBUTION COMPANY OF TS LIMITED,,,,,,,,,,,,
,,,,,,,,,,,,
EXPENDITURE REPORT ON COMMERCIAL MATTERS CASES OF CYBERCITY DURING THIS(DEC-23) MONTH,,,,,,,,,,,,
Sl.No,Case Type,Case Number,Case Year,Case ID,EXPENDITURE,,,,,,,
,,,,,Advocate Fee,Court Expenses,Cost,Fine,Compensation,Disposed Fee,Recovery,TOTAL
478,WP,14312/2016,2016,201617890,,,,,,,,
479,WP,1521/2021,2021,202121784,,,,,,,,
480,WP,27602/2023,2023,202328766,,,,,,,,
481,WP,28183/2022,2022,202224657,,,,,,,,
482,WP,16058/2018,2018,201919348,,,,,,,,
483,WP,26117/2023,2023,202328722,,,,,,,,
484,WP,31061/2022,2022,202224722,,,,,,,,
485,WP,10668,2013,201514226,,,,,,,,
486,WP,22394/2013,2013,201516310,,,,,,,,
487,WP,27457/2015,2015,201515436,,,,,,,,
488,WP,36465/2022,2022,202224821,,,,,,,,
489,WP,20775/2023,2023,202328463,,,,,,,,
490,WP,5657/2021,2021,202222820,,,,,,,,
491,WP,37441/2022,2022,202224849,,,,,,,,
492,CC,91/2015,2015,201919430,,,,,,,,
493,CC,1013/2022,2022,202224660,,,,,,,,
494,WP,22803/2014,2014,201616352,,,,,,,,
495,WP,30005/2023,2023,202328893,,,,,,,,
496,WP,1209/2021,2021,202121775,,,,,,,,
497,WP,23425/2023,2023,202328573,,,,,,,,
498,WP,19300/2013,2013,201516307,,,,,,,,
499,WP,27407/2018,2018,201919363,,,,,,,,
500,WP,28470/2019,2019,202020284,,,,,,,,
501,WP,27068/2023,2023,202328760,,,,,,,,
502,WP,28184/2018,2018,201919184,,,,,,,,
503,AA,92/2015,2015,201516250,,,,,,,,
504,WP,4523/2020,2020,202020525,,,,,,,,
505,WP,39017/2013,2013,201718349,,,,,,,,
506,WP,30219/2023,2023,202328931,,,,,,,,
507,WP,16145/2019,2019,201919865,,,,,,,,
508,WP,35402/2022,2022,202224799,,,,,,,,
509,WP,12568/2023,2023,202328133,,,,,,,,
510,WP,28922/2023,2023,202328845,,,,,,,,
511,WP,5605/2020,2020,202020566,,,,,,,,
512,WP,28992/2023,2023,202328839,,,,,,,,
513,WP,27755/2023,2023,202328771,,,,,,,,
514,WP,29941/2023,2023,202328853,,,,,,,,
515,WP,46515/2022,2022,202225073,,,,,,,,
516,WP,16124/2019,2019,201920118,,,,,,,,
517,WP,44278/2022,2022,202225020,,,,,,,,
518,WP,26893/2018,2018,201919364,,,,,,,,
519,WP,4775/2020,2020,202020528,,,,,,,,
520,WP,13940/2021,2021,202122344,,,,,,,,
521,WP,26085/2018,2018,201919240,,,,,,,,
522,WP,3838/2022,2022,202223039,,,,,,,,
523,WP,27883/2023,2023,202328778,,,,,,,,
524,WP,26502/2023,2023,202328731,,,,,,,,
525,WP,28608/2023,2023,202328814,,,,,,,,
526,WP,39791/2018,2018,201919338,,,,,,,,
527,WP,26097/2023,2023,202328721,,,,,,,,
528,WP,2182/2021,2021,202121848,,,,,,,,
529,WP,26108/2023,2023,202328723,,,,,,,,
530,WP,28979/2019,2019,202020275,,,,,,,,
531,WP,4746/2017,2017,201718229,,,,,,,,
532,WP,29177/2023,2023,202328880,,,,,,,,
533,WP,29294/2023,2023,202328879,,,,,,,,
534,WP,16932/2020,2020,202021381,,,,,,,,
535,WP,28102/2022,2022,202224653,,,,,,,,
536,WP,23411/2023,2023,202328572,,,,,,,,
537,WP,28884/2018,2018,201919214,,,,,,,,
538,WP,25041/2023,2023,202328682,,,,,,,,
539,WP,12712/2021,2021,202122327,,,,,,,,
540,WP,30010/2023,2023,202328895,,,,,,,,
541,WP,12989/2023,2023,202328118,,,,,,,,
542,WP,2189/2023,2023,202327656,,,,,,,,
543,WP,23694/2023,2023,202328648,,,,,,,,
544,WP,28597/2023,2023,202328813,,,,,,,,
545,WP,26388/2023,2023,202328753,,,,,,,,
546,WP,17663/2021,2021,202122268,,,,,,,,
547,WP,26698/2023,2023,202328734,,,,,,,,
548,WP,36286/2022,2022,202224812,,,,,,,,
549,WP,15382/2023,2023,202328300,,,,,,,,
550,WP,32310/2023,2023,202328982,,,,,,,,
551,WP,22237/2018,2018,201919330,,,,,,,,
552,WP,29075/2018,2018,201919345,,,,,,,,
553,WP,2503/2021,2021,202121850,,,,,,,,
554,WP,46281/2022,2022,202225067,,,,,,,,
555,WP,625/2020,2020,202020311,,,,,,,,
556,WP,10524/2022,2022,202224126,,,,,,,,
557,WP,34361/2017,2017,201919370,,,,,,,,
558,WP,4036/2018,2018,201818709,,,,,,,,
559,WP,45697/2022,2022,202225056,,,,,,,,
560,WP,13925/2021,2021,202122340,,,,,,,,
561,WP,27479/2023,2023,202328761,,,,,,,,
562,WP,20594/2018,2018,202328158,,,,,,,,
563,WP,44277/2022,2022,202225021,,,,,,,,
564,WP,24275/2019,2019,201920061,,,,,,,,
565,WP,13714/2019,2019,201920093,,,,,,,,
566,WP,10289/2020,2020,202021036,,,,,,,,
567,WP,8766/2023,2023,202327950,,,,,,,,
568,WP,17878/2020,2020,202021429,,,,,,,,
569,WP,24252/2019,2019,201920060,,,,,,,,
570,WP,27687/2017,2017,201718458,,,,,,,,
571,WP,19284/2013,2013,201516308,,,,,,,,
572,WP,13083/2019,2019,201919840,,,,,,,,
573,WP,28382,2013,201514124,,,,,,,,
574,WP,30996/2017,2017,201919198,,,,,,,,
575,WP,33211/2021,2021,202122662,,,,,,,,
576,WP,5962/2019,2019,201920176,,,,,,,,
577,OS,299/2022,2022,202224679,,,,,,,,
578,WP,9328/2022,2022,202223157,,,,,,,,
579,WP,1304/2017,2017,201718267,,,,,,,,
580,WP,54/2021,2021,202121738,,,,,,,,
581,WP,15981/2009,2009,201515268,,,,,,,,
582,WP,16714/2021,2021,202122178,,,,,,,,
583,WP,28385/2023,2023,202328787,,,,,,,,
584,WP,29655/2023,2023,202328887,,,,,,,,
585,WP,1560/2021,2021,202121785,,,,,,,,
586,WP,25050/2023,2023,202328673,,,,,,,,
587,WP,2885/2023,2023,202327703,,,,,,,,
588,WP,38249/2017,2017,201919241,,,,,,,,
589,WP,29666/2023,2023,202328859,,,,,,,,
590,WP,18956/2021,2021,202122296,,,,,,,,
591,AA,655/2012,2012,201516249,,,,,,,,
592,WP,29997/2022,2022,202224701,,,,,,,,
593,WP,5932/2019,2019,201920167,,,,,,,,
594,WP,46288/2022,2022,202327588,,,,,,,,
595,WP,14369/2023,2023,202328215,,,,,,,,
596,WP,23402/2023,2023,202328567,,,,,,,,
597,WP,13376/2012,2012,201516156,,,,,,,,
598,WP,16781/2021,2021,202122179,,,,,,,,
599,WP,8343/2016,2016,201617780,,,,,,,,
600,WP,27728/2023,2023,202328770,,,,,,,,
601,WP,2144/2020,2020,202020385,,,,,,,,
602,WP,16485/2021,2021,202122175,,,,,,,,
603,WP,45856/2022,2022,202225052,,,,,,,,
604,WP,2979/2021,2021,202121854,,,,,,,,
605,WP,31246/2023,2023,202328951,,,,,,,,
606,WP,25711/2019,2019,201920165,,,,,,,,
607,WP,25735/2019,2019,201920115,,,,,,,,
608,WP,15395/2019,2019,201920102,,,,,,,,
609,WP,14130/2019,2019,201920122,,,,,,,,
610,WP,26364/2019,2019,201920150,,,,,,,,
611,WP,24770/2022,2022,202224522,,,,,,,,
612,WP,30280/2023,2023,202328937,,,,,,,,
613,WP,17345/2021,2021,202122197,,,,,,,,
614,WP,28879/2023,2023,202328843,,,,,,,,
615,WP,27814/2023,2023,202328773,,,,,,,,
616,WP,24421/2023,2023,202328611,,,,,,,,
617,WP,4005/2021,2021,202121872,,,,,,,,
618,WP,2643/2020,2020,202020417,,,,,,,,
619,WP,9294/2021,2021,202222813,,,,,,,,
620,WP,8556/2021,2021,202122773,,,,,,,,
621,WP,19553/2021,2021,202122350,,,,,,,,
622,WP,20048/2003,2003,201515266,,,,,,,,
623,WP,16149/2019,2019,201920116,,,,,,,,
624,WP,24485/2020,2020,202222786,,,,,,,,
625,WP,12705/2023,2023,202328124,,,,,,,,
626,WP,8169/2020,2020,202020794,,,,,,,,
627,WP,9371/2021,2021,202222814,,,,,,,,
628,WP,28700/2023,2023,202328823,,,,,,,,
629,WP,8935/2022,2022,202223150,,,,,,,,
630,WP,44878/2022,2022,202225058,,,,,,,,
631,WP,24598/2022,2022,202224485,,,,,,,,
632,WP,24989/2022,2022,202224539,,,,,,,,
633,WP,44555/2022,2022,202225041,,,,,,,,
634,WP,24606/2022,2022,202224482,,,,,,,,
635,WP,28581/2023,2023,202328819,,,,,,,,
636,WP,27840/2023,2023,202328775,,,,,,,,
637,WP,24773/2023,2023,202328677,,,,,,,,
638,AA,87/2011,2011,201516247,,,,,,,,
639,WP,19423/2018,2018,201818831,,,,,,,,
640,WP,32490/2018,2018,201919252,,,,,,,,
641,WP,32746/2023,2023,202329015,,,,,,,,
642,WP,29912/2023,2023,202328852,,,,,,,,
643,WP,24290/2023,2023,202328607,,,,,,,,
644,WP,3428/2021,2021,202121866,,,,,,,,
645,WP,37524/2021,2021,202222933,,,,,,,,
646,WP,29556/2023,2023,202328881,,,,,,,,
647,WP,30036/2023,2023,202328896,,,,,,,,
648,WP,34939/2018,2018,201919185,,,,,,,,
649,WP,28492/2022,2022,202224655,,,,,,,,
650,WP,22026/2013,2013,201516305,,,,,,,,
651,WP,30214/2023,2023,202328933,,,,,,,,
652,WP,37146/2014,2014,201616515,,,,,,,,
653,WP,42145/2017,2017,201919212,,,,,,,,
654,WP,24646/2023,2023,202328654,,,,,,,,
655,WP,17019/2020,2020,202021426,,,,,,,,
656,WP,31040/2022,2022,202224725,,,,,,,,
657,WP,13042/2019,2019,201920138,,,,,,,,
658,WP,17672/2023,2023,202328360,,,,,,,,
659,WP,19760/2014,2014,201718354,,,,,,,,
660,WP,12841/2019,2019,201920144,,,,,,,,
661,WP,22762/2019,2019,201920001,,,,,,,,
662,WP,30856/2023,2023,202328920,,,,,,,,
663,WP,26903/2018,2018,201919274,,,,,,,,
664,WP,25564/2014,2014,201515487,,,,,,,,
665,WP,26120/2023,2023,202328718,,,,,,,,
666,WP,35909/2018,2018,201919365,,,,,,,,
667,WP,3794/2021,2021,202121867,,,,,,,,
668,WP,17798/2021,2021,202122223,,,,,,,,
669,WP,15960/2017,2017,201919229,,,,,,,,
670,WP,24289/2023,2023,202328619,,,,,,,,
671,WP,28935/2023,2023,202328832,,,,,,,,
672,WP,9263/2021,2021,202122772,,,,,,,,
673,WP,41285/2018,2018,201919192,,,,,,,,
674,WP,17786/2021,2021,202122224,,,,,,,,
675,WP,23529/2018,2018,201919197,,,,,,,,
676,WP,14955/2019,2019,201920131,,,,,,,,
677,WP,972/2020,2020,202020337,,,,,,,,
678,WP,30021/2023,2023,202328894,,,,,,,,
679,WP,6503/2016,2016,201617626,,,,,,,,
680,WP,36088/2018,2018,201919264,,,,,,,,
681,WP,30842/2011,2011,201515075,,,,,,,,
682,WP,15271/2021,2021,202122109,,,,,,,,
683,WP,3868/2022,2022,202223041,,,,,,,,
684,WP,21402/2022,2022,202224396,,,,,,,,
685,WP,28296/2023,2023,202328796,,,,,,,,
686,WP,13807/2013,2013,201515293,,,,,,,,
687,WP,20524/2021,2021,202122450,,,,,,,,
688,WP,30609/2023,2023,202328915,,,,,,,,
689,WP,15424/2019,2019,201920100,,,,,,,,
690,WP,14855/2020,2020,202021287,,,,,,,,
691,WP,13902/2021,2021,202122338,,,,,,,,
692,WP,32354/2023,2023,202328988,,,,,,,,
693,CC,1595/2022,2022,202224863,,,,,,,,
694,WP,28590/2023,2023,202328810,,,,,,,,
695,WP,30251/2023,2023,202328939,,,,,,,,
696,WP,9310/2021,2021,202122771,,,,,,,,
697,WP,19079/2021,2021,202122536,,,,,,,,
698,WP,36286/2021,2021,202222857,,,,,,,,
699,WP,7186/2020,2020,202020697,,,,,,,,
700,WP,26217/2023,2023,202328709,,,,,,,,
701,WP,19422/2021,2021,202122321,,,,,,,,
702,WP,12778/2019,2019,201920097,,,,,,,,
703,WP,8617/2023,2023,202327951,,,,,,,,
704,WP,14202/2021,2021,202122067,,,,,,,,
705,WP,21250/2015,2015,201617309,,,,,,,,
706,WP,1226/2021,2021,202121777,,,,,,,,
707,WP,31302/2023,2023,202328918,,,,,,,,
708,WP,24930/2023,2023,202328686,,,,,,,,
709,WP,21938/2013,2013,201516312,,,,,,,,
710,WP,2737/2020,2020,202020435,,,,,,,,
711,WP,28254/2023,2023,202328798,,,,,,,,
712,WP,29531/2018,2018,201818941,,,,,,,,
713,WP,33861/2022,2022,202224781,,,,,,,,
714,WP,6791/2018,2018,201919290,,,,,,,,
715,WP,6054/2020,2020,202020604,,,,,,,,
716,WP,45310/2022,2022,202225044,,,,,,,,
717,WP,16041/2021,2021,202122168,,,,,,,,
718,WP,27069/2023,2023,202328744,,,,,,,,
719,WP,12560/2021,2021,202122031,,,,,,,,
720,WP,26148/2023,2023,202328710,,,,,,,,
721,WP,28668/2022,2022,202224663,,,,,,,,
722,WP,29542/2023,2023,202328883,,,,,,,,
723,WP,12770/2019,2019,201920171,,,,,,,,
724,WP,24310/2023,2023,202328618,,,,,,,,
725,WP,11062/2022,2022,202224145,,,,,,,,
726,WP,2044/2021,2021,202121847,,,,,,,,
727,WP,37573/2022,2022,202224851,,,,,,,,
728,WP,24606/2023,2023,202328658,,,,,,,,
729,WP,30245/2023,2023,202328935,,,,,,,,
730,WP,22306/2022,2022,202224429,,,,,,,,
731,WP,18971/2016,2016,201718390,,,,,,,,
732,WP,4255/2011,2011,201515607,,,,,,,,
733,WP,7603/2017,2017,201718431,,,,,,,,
734,WP,33055/2022,2022,202224759,,,,,,,,
735,WP,38306/2018,2018,201919250,,,,,,,,
736,WP,31019/2017,2017,201919270,,,,,,,,
737,WP,46449/2022,2022,202225072,,,,,,,,
738,WP,27872/2023,2023,202328774,,,,,,,,
739,WP,27316/2014,2014,201617684,,,,,,,,
740,WP,20785,2009,201514525,,,,,,,,
741,WP,20535/2016,2016,201617877,,,,,,,,
742,WP,4795/2020,2020,202020531,,,,,,,,
743,WP,26756/2023,2023,202328738,,,,,,,,
744,WP,28883/2023,2023,202328842,,,,,,,,
745,CC,2543/2023,2023,202328972,,,,,,,,
746,WP,29754/2023,2023,202328940,,,,,,,,
747,WP,22143/2019,2019,201920010,,,,,,,,
748,WP,2865/2020,2020,202020434,,,,,,,,
749,WP,26136/2023,2023,202328716,,,,,,,,
750,WP,3802/2020,2020,202020494,,,,,,,,
751,WP,8481/2019,2019,201920147,,,,,,,,
752,WP,24610/2023,2023,202328657,,,,,,,,
753,WP,24293/2023,2023,202328608,,,,,,,,
754,WP,25774/2023,2023,202328693,,,,,,,,
755,WP,26798/2018,2018,201919333,,,,,,,,
756,WP,8489/2021,2021,202121959,,,,,,,,
757,WP,23649/2017,2017,201919233,,,,,,,,
758,WP,26124/2018,2018,201919369,,,,,,,,
759,WP,28641/2019,2019,201920252,,,,,,,,
760,WP,8781/2023,2023,202327959,,,,,,,,
761,WP,3892/2020,2020,202020486,,,,,,,,
762,WP,36240/2022,2022,202224811,,,,,,,,
763,WP,34169/2022,2022,202224778,,,,,,,,
764,WP,6507,2013,201514159,,,,,,,,
765,WP,19982/2021,2021,202122353,,,,,,,,
766,WP,14149/2021,2021,202122346,,,,,,,,
767,WP,36340/2017,2017,201919207,,,,,,,,
768,WP,27097/2023,2023,202328745,,,,,,,,
769,WP,22057/2016,2016,201617884,,,,,,,,
770,WP,45143/2017,2017,201919268,,,,,,,,
771,WP,13492/2018,2018,201919260,,,,,,,,
772,WP,15436/2019,2019,201920133,,,,,,,,
773,WP,45146/2017,2017,201919263,,,,,,,,
774,WP,29631/2023,2023,202328886,,,,,,,,
775,WP,16679/2021,2021,202122172,,,,,,,,
776,WP,24609/2020,2020,202121742,,,,,,,,
777,OS,248/2018,2018,201919053,,,,,,,,
778,WP,14162/2021,2021,202122064,,,,,,,,
779,WP,31173/2022,2022,202224735,,,,,,,,
780,WP,32326/2023,2023,202328986,,,,,,,,
781,WP,10045/2020,2020,202021060,,,,,,,,
782,WP,25058/2023,2023,202328679,,,,,,,,
783,WP,28300/2023,2023,202328799,,,,,,,,
784,WP,8406/2019,2019,201920173,,,,,,,,
785,WP,26214/2023,2023,202328714,,,,,,,,
786,WP,8561/2021,2021,202222788,,,,,,,,
787,WP,5551/2020,2020,202020582,,,,,,,,
788,WP,9402/2018,2018,201919344,,,,,,,,
789,WP,24296/2023,2023,202328641,,,,,,,,
790,WP,27219/2023,2023,202328942,,,,,,,,
791,WP,6211/2018,2018,201919257,,,,,,,,
792,WP,11717/2019,2019,201920157,,,,,,,,
793,WP,12593/2023,2023,202328114,,,,,,,,
794,WP,45986/2018,2018,202222811,,,,,,,,
795,WP,7933/2020,2020,202020806,,,,,,,,
796,WP,43794/2022,2022,202225010,,,,,,,,
797,WP,23433/2023,2023,202328569,,,,,,,,
798,WP,26662/2023,2023,202328736,,,,,,,,
799,WP,26902/2018,2018,201919336,,,,,,,,
800,WP,12533/2023,2023,202328136,,,,,,,,
801,WP,29606/2023,2023,202328888,,,,,,,,
802,WP,37560/2022,2022,202224850,,,,,,,,
803,WP,3752/2020,2020,202020497,,,,,,,,
804,WP,26743/2023,2023,202328739,,,,,,,,
805,WP,30103/2023,2023,202328884,,,,,,,,
806,WP,11618/2022,2022,202224153,,,,,,,,
807,WP,4724,2013,201514114,,,,,,,,
808,WP,7902/2021,2021,202121982,,,,,,,,
809,WP,23293/2017,2017,201919277,,,,,,,,
810,WP,40537/2018,2018,201919342,,,,,,,,
811,WP,7921/2020,2020,202020805,,,,,,,,
812,WP,37057/2022,2022,202224858,,,,,,,,
813,WP,13003/2023,2023,202328119,,,,,,,,
814,WP,32802/2018,2018,201919226,,,,,,,,
815,WP,32949/2022,2022,202224755,,,,,,,,
816,WP,26530/2023,2023,202328725,,,,,,,,
817,WP,9313/2021,2021,202122777,,,,,,,,
818,WP,39529/2017,2017,201919283,,,,,,,,
819,WP,37607/2022,2022,202224847,,,,,,,,
820,WP,12552/2023,2023,202328132,,,,,,,,
821,WP,35399/2014,2014,201617298,,,,,,,,
822,WP,28457/2023,2023,202328788,,,,,,,,
823,WP,7122/2019,2019,201920103,,,,,,,,
824,WP,28896/2019,2019,202020259,,,,,,,,
825,WA,128/2020,2020,202020673,,,,,,,,
